"","ships","canals","ports","locks"
"GermanH_76_2000",-0.495343983796773,-0.611907735642247,-0.541494254,0.937610503
"GermanH_83_2000",-0.546141352606866,-0.443238204198969,-0.541494254,-0.599130499
"GermanH_81_2000",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_84_2000",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_85_2000",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_38_2000",-0.526928718170078,0.169085081345034,2.955928569,-0.599130499
"GermanH_45_2000",-0.237005236700352,0.466030888866654,-0.541494254,0.169240002
"GermanH_46_2000",-0.356733451888154,0.158602332598067,-0.541494254,-0.599130499
"GermanH_88_2000",0.488756243107688,-0.110487189189099,-0.541494254,-0.599130499
"GermanH_56_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_57_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_58_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_59_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_60_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_61_2000",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_62_2000",-0.408635691533666,-0.350509326833845,-0.541494254,-0.599130499
"GermanH_12_2000",-0.356733451888154,0.158602332598067,-0.541494254,0.169240002
"GermanH_7_2000",0.1949482861642,-0.634374873184984,-0.541494254,-0.599130499
"GermanH_17_2000",-0.548437404864841,-0.714416072248321,-0.541494254,-0.599130499
"GermanH_18_2000",-0.548073517951706,-0.688876346245925,-0.541494254,-0.599130499
"GermanH_19_2000",0.1949482861642,-0.634374873184984,-0.541494254,-0.599130499
"GermanH_95_2000",-0.49166054896141,-0.797169093177678,-0.541494254,-0.599130499
"GermanH_13_2000",-0.497024589887433,-0.690796885893978,-0.541494254,-0.599130499
"GermanH_14_2000",-0.497024589887433,-0.690796885893978,-0.541494254,-0.599130499
"GermanH_28_2000",-0.542522353729628,-0.452166855703473,-0.541494254,0.169240002
"GermanH_74_2000",-0.49105477665844,-0.183974341351875,-0.541494254,0.169240002
"GermanH_79_2000",-0.094703219798973,-0.592064938429191,1.207217158,0.937610503
"GermanH_15_2000",2.63653437163681,-0.154026977209732,2.955928569,2.474351505
"GermanH_8_2000",3.51071347739616,-0.574355629572732,1.207217158,-0.599130499
"GermanH_80_2000",-0.536156197818544,-0.536969708456793,-0.541494254,0.169240002
"GermanH_96_2000",-0.513847041967702,-0.816748828845637,-0.541494254,0.169240002
"GermanH_69_2000",-0.548479758000231,-0.134631828817319,-0.541494254,-0.599130499
"GermanH_75_2001",2.30283363213076,-0.499472139536871,2.955928569,0.169240002
"GermanH_67_2001",2.63653437163681,-0.154026977209732,2.955928569,0.937610503
"GermanH_76_2001",-0.495343983796773,-0.611907735642247,-0.541494254,0.937610503
"GermanH_55_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_57_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_58_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_59_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_60_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_61_2001",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_62_2001",-0.408635691533666,-0.350509326833845,-0.541494254,-0.599130499
"GermanH_77_2001",-0.408635691533666,-0.350509326833845,-0.541494254,-0.599130499
"GermanH_72_2001",2.63653437163681,-0.154026977209732,2.955928569,2.474351505
"GermanH_78_2001",2.63653437163681,-0.154026977209732,-0.541494254,-0.599130499
"GermanH_35_2001",-0.390219098054053,-0.480778676616664,-0.541494254,0.169240002
"GermanH_36_2001",-0.390219098054053,-0.480778676616664,-0.541494254,0.169240002
"GermanH_40_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_41_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_42_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_37_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_39_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_49_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_53_2001",-0.54847047092717,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_83_2001",-0.546141352606866,-0.443238204198969,-0.541494254,-0.599130499
"GermanH_81_2001",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_84_2001",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_52_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_74_2001",-0.49105477665844,-0.183974341351875,-0.541494254,0.169240002
"GermanH_47_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_48_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_90_2001",0.488756243107688,-0.110487189189099,1.207217158,0.169240002
"GermanH_91_2001",0.488756243107688,-0.110487189189099,1.207217158,0.169240002
"GermanH_93_2001",-0.270649510156369,-0.403858557188982,-0.541494254,0.169240002
"GermanH_38_2001",-0.526928718170078,0.169085081345034,2.955928569,-0.599130499
"GermanH_43_2001",-0.237005236700352,0.466030888866654,2.955928569,-0.599130499
"GermanH_44_2001",-0.237005236700352,0.466030888866654,-0.541494254,0.169240002
"GermanH_79_2001",-0.094703219798973,-0.592064938429191,1.207217158,0.937610503
"GermanH_8_2001",3.51071347739616,-0.574355629572732,1.207217158,-0.599130499
"GermanH_69_2001",-0.548479758000231,-0.134631828817319,-0.541494254,-0.599130499
"GermanH_80_2001",-0.536156197818544,-0.536969708456793,-0.541494254,0.169240002
"GermanH_50_2001",-0.210984003047934,-0.373789110209708,-0.541494254,-0.599130499
"GermanH_67_2002",2.63653437163681,-0.154026977209732,2.955928569,0.937610503
"GermanH_75_2002",2.30283363213076,-0.499472139536871,2.955928569,0.169240002
"GermanH_12_2002",-0.356733451888154,0.158602332598067,-0.541494254,0.169240002
"GermanH_80_2002",-0.536156197818544,-0.536969708456793,-0.541494254,0.169240002
"GermanH_76_2002",-0.495343983796773,-0.611907735642247,-0.541494254,0.937610503
"GermanH_56_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_57_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_58_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_59_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_60_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_61_2002",-0.514667862060474,-0.138136149146722,-0.541494254,-0.599130499
"GermanH_62_2002",-0.408635691533666,-0.350509326833845,-0.541494254,-0.599130499
"GermanH_28_2002",-0.542522353729628,-0.452166855703473,-0.541494254,0.169240002
"GermanH_38_2002",-0.526928718170078,0.169085081345034,2.955928569,-0.599130499
"GermanH_86_2002",-0.489091321021286,-0.306186135750342,-0.541494254,-0.599130499
"GermanH_88_2002",0.488756243107688,-0.110487189189099,-0.541494254,-0.599130499
"GermanH_13_2002",-0.497024589887433,-0.690796885893978,-0.541494254,-0.599130499
"GermanH_14_2002",-0.497024589887433,-0.690796885893978,-0.541494254,-0.599130499
"GermanH_26_2002",0.1949482861642,-0.634374873184984,-0.541494254,-0.599130499
"GermanH_79_2002",-0.094703219798973,-0.592064938429191,1.207217158,0.937610503
"GermanH_43_2002",-0.237005236700352,0.466030888866654,2.955928569,-0.599130499
"GermanH_44_2002",-0.237005236700352,0.466030888866654,-0.541494254,0.169240002
"GermanH_85_2002",-0.539565787486052,-0.839717464915548,-0.541494254,-0.599130499
"GermanH_45_2002",-0.237005236700352,0.466030888866654,-0.541494254,0.169240002
"GermanH_83_2002",-0.546141352606866,-0.443238204198969,-0.541494254,-0.599130499
"GermanH_72_2002",2.63653437163681,-0.154026977209732,2.955928569,2.474351505
"GermanH_69_2002",-0.548479758000231,-0.134631828817319,-0.541494254,-0.599130499
"GermanH_67_2003",2.63653437163681,-0.154026977209732,2.955928569,0.937610503
"GermanH_75_2003",2.30283363213076,-0.499472139536871,2.955928569,0.169240002
