station.x,SUB_AREA,UP_AREA,layer
Wolter_Danube_AT261,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT261,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT262,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT262,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT262,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT262,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT262,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT263,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT263,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT263,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT263,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT263,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT264,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT264,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT264,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT264,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT264,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT265,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT265,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT265,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT265,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT265,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT266,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT266,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT266,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT266,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT266,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT267,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT267,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT267,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT267,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT267,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT268,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT268,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT268,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT268,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT268,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT269,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT269,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT269,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT269,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT269,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT270,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT270,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT270,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT270,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT270,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT271,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT271,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT271,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT271,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT271,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT272,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT272,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT272,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT272,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT272,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT273,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT273,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT273,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT273,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT273,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT274,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT274,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT274,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT274,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT274,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT275,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT275,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT275,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT275,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT275,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT276,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT276,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT276,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT276,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT276,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT277,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT277,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT277,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT277,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT277,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT278,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT278,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT278,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT278,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT278,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT279,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT279,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT279,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT279,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT279,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT280,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT280,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT280,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT280,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT280,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT281,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT281,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT281,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT281,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT281,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT282,572.6,84155.9,hybas_eu_lev07_v1c
Wolter_Danube_AT282,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT282,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT282,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT282,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT283,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT283,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT283,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT283,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT283,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT284,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT284,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT284,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT284,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT284,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT285,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT285,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT285,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT285,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT285,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT286,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT286,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT286,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT286,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT286,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT289,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT289,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT289,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT289,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT289,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT290,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT290,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT290,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT290,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT290,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT291,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT291,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT291,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT291,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT291,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT292,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT292,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT292,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT292,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT292,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT293,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT293,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT293,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT293,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT293,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT295,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT295,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT295,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT295,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT295,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT296,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT296,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT296,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT296,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT296,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT297,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT297,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT297,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT297,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT297,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT298,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT298,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT298,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT298,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT298,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT299,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT299,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT299,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT299,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT299,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT300,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT300,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT300,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT300,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT300,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT301,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT301,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT301,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT301,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT301,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT302,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT302,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT302,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT302,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT302,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT303,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT303,1861.3,92117.3,hybas_eu_lev07_v1c
Wolter_Danube_AT303,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT303,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT303,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT27,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT27,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT27,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT27,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT27,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT28,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT28,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT28,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT28,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT28,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT29,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT29,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT29,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT29,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT29,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT30,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT30,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT30,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT30,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT30,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT31,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT31,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT31,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT31,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT31,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT32,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT32,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT32,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT32,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT32,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT323,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT323,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT323,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT323,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT323,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT324,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT324,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT324,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT324,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT324,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT325,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT325,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT325,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT325,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT325,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT326,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT326,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT326,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT326,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT326,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT327,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT327,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT327,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT327,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT327,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT328,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT328,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT328,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT328,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT328,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT329,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT329,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT329,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT329,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT329,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT330,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT330,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT330,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT330,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT330,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT331,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT331,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT331,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT331,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT331,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT332,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT332,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT332,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT332,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT332,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT333,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT333,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT333,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT333,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT333,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT334,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT334,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT334,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT334,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT334,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT335,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT335,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT335,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT335,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT335,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT336,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT336,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT336,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT336,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT336,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT337,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT337,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT337,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT337,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT337,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT338,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT338,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT338,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT338,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT338,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT339,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT339,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT339,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT339,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT339,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT340,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT340,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT340,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT340,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT340,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT341,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT341,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT341,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT341,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT341,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT342,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT342,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT342,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT342,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT342,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT343,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT343,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT343,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT343,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT343,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT344,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT344,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT344,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT344,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT344,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT357,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT357,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT357,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT357,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT357,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT358,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT358,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT358,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT358,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT358,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT359,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT359,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT359,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT359,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT359,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT364,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT364,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT364,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT364,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT364,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT365,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT365,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT365,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT365,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT365,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT366,28041.9,104350.7,hybas_eu_lev05_v1c
Wolter_Danube_AT366,2761.3,96247.0,hybas_eu_lev07_v1c
Wolter_Danube_AT366,211260.4,211260.4,hybas_eu_lev04_v1c
Wolter_Danube_AT366,28041.9,104350.7,hybas_eu_lev06_v1c
Wolter_Danube_AT366,795318.4,795318.4,hybas_eu_lev03_v1c
Wolter_Danube_AT367,28041.9,104350.7,hybas_eu_lev05_v1c
