"","prop_canal","ships","sumports","sumlocks"
"Seine_41170000809",-0.966396337033058,-0.82629429170943,-0.5615262,-0.4940378
"Seine_41170000818",1.97562202388639,-0.825000989742522,-0.5615262,2.866755
"Seine_41170000824",-1.57830179653315,-0.8263147361525,-0.5615262,-0.4940378
"Seine_41170000839",1.88615058294388,-0.819351464532638,-0.5615262,-0.4940378
"Seine_41170000855",-1.57830179653315,-0.8263147361525,-0.5615262,-0.4940378
"Seine_41170000867",1.97562202388639,-0.825000989742522,-0.5615262,2.866755
"Seine_41170000886",1.88615058294388,-0.819351464532638,-0.5615262,-0.4940378
"Seine_41170000903",-0.966396337033058,-0.82629429170943,-0.5615262,-0.4940378
"Seine_41170000941",-0.966396337033058,-0.82629429170943,-0.5615262,-0.4940378
"Seine_41170000946",1.97562202388639,-0.825000989742522,-0.5615262,2.866755
"Seine_41170000965",-1.57830179653315,-0.8263147361525,-0.5615262,-0.4940378
"Seine_41170000966",1.88615058294388,-0.819351464532638,-0.5615262,-0.4940378
"Seine_41170000971",-0.966396337033058,-0.82629429170943,-0.5615262,-0.4940378
"Seine_41170000977",-1.57830179653315,-0.8263147361525,-0.5615262,-0.4940378
"Seine_41170000988",1.88615058294388,-0.819351464532638,-0.5615262,-0.4940378
"Seine_41170001003",1.97562202388639,-0.825000989742522,-0.5615262,2.866755
"Seine_41170001052",1.88615058294388,-0.819351464532638,-0.5615262,-0.4940378
"Seine_41170001070",-0.966396337033058,-0.82629429170943,-0.5615262,-0.4940378
