"","prop_canal","ships","sumports","sumlocks"
"Wolter_Elbe_3610",1.05538852228237,-0.722047720834894,1.421512,2.026557
"Wolter_Elbe_3611",1.05538852228237,-0.722047720834894,1.421512,2.026557
"Wolter_Elbe_3676",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3677",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3678",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3679",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3759",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3760",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3761",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3762",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3763",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3764",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3829",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3830",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3831",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3904",-1.57830179653315,-0.823214308337433,-0.5615262,-0.4940378
"Wolter_Elbe_3905",-1.57830179653315,-0.823214308337433,-0.5615262,-0.4940378
"Wolter_Elbe_3906",-1.57830179653315,-0.823214308337433,-0.5615262,-0.4940378
"Wolter_Elbe_3907",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3908",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3909",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3586",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3587",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3588",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3589",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3590",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3914",-1.57830179653315,-0.758478935572299,-0.5615262,-0.4940378
"Wolter_Elbe_3530",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3531",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3910",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3911",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3870",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3869",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3850",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3757",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3758",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3912",-1.57830179653315,-0.758478935572299,1.421512,-0.4940378
"Wolter_Elbe_3913",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3765",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3766",0.0597916557512388,-0.825260083769106,-0.5615262,-0.4940378
"Wolter_Elbe_3879",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3880",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3881",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3551",-1.18433690920446,-0.781203676966015,1.421512,-0.4940378
"Wolter_Elbe_3552",-1.18433690920446,-0.781203676966015,1.421512,-0.4940378
"Wolter_Elbe_3553",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3554",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3565",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3566",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3875",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3876",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3877",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3878",-0.966477611551501,-0.785181808128557,-0.5615262,-0.4940378
"Wolter_Elbe_3606",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3607",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3604",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3605",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3591",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3592",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3593",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3594",-0.146204820567163,-0.690679759066836,-0.5615262,-0.4940378
"Wolter_Elbe_3753",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3754",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3755",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3756",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3874",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3682",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3681",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3683",-1.57830179653315,-0.675290980243662,1.421512,-0.4940378
"Wolter_Elbe_3680",-0.0667672783804228,-0.6533981334932,-0.5615262,-0.4940378
"Wolter_Elbe_3555",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3556",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3557",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3558",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3559",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3560",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3561",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3562",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3563",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3564",-1.57830179653315,-0.824886799505657,-0.5615262,-0.4940378
"Wolter_Elbe_3515",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3516",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3517",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3518",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3519",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3520",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3521",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3522",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3523",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3524",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3525",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3526",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3527",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3528",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3529",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3915",-1.42462539185262,-0.758731324404276,-0.5615262,-0.4940378
"Wolter_Elbe_3493",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3494",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3495",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3496",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3497",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3498",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3499",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3500",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3501",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3502",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3503",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3504",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3505",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3506",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3507",-1.57830179653315,-0.70086796620921,-0.5615262,-0.4940378
"Wolter_Elbe_3684",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3685",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3686",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3687",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3688",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3689",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3690",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3691",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3692",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3693",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3694",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3695",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3696",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3697",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3698",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3699",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3700",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3701",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3702",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3703",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3704",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3705",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3706",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3707",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3708",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3709",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3710",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3711",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3712",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3713",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3714",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3715",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3716",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3717",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3718",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3737",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3738",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3739",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3740",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3741",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3742",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3744",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3745",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3746",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3747",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3748",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3749",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3750",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3751",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3752",-1.0262561264787,-0.781903982711862,-0.5615262,-0.4940378
"Wolter_Elbe_3767",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3768",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3769",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3770",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3771",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3772",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3773",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3774",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3775",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3776",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3777",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3778",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3779",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3780",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3781",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3782",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3783",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3800",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3801",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3802",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3803",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3804",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3805",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3806",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3808",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3809",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3810",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3811",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3812",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3813",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3832",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3833",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3834",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3835",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3836",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3837",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3838",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3839",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3840",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3841",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3842",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3843",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3844",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3845",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3846",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3847",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3848",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3849",-1.19712221476689,-0.825193203134279,-0.5615262,-0.4940378
"Wolter_Elbe_3659",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3660",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3661",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3662",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3663",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3664",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3665",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3666",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3667",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3668",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3669",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3670",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3671",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3672",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3673",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3674",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3675",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3644",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3645",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3646",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3647",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3648",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3649",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3650",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3651",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3652",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3653",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3654",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3655",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3656",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3657",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3658",1.05538852228237,-0.722047720834894,1.421512,-0.4940378
"Wolter_Elbe_3612",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3613",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3614",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3615",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3616",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3617",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3618",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3619",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3620",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3621",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3622",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3623",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3624",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3625",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3626",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3627",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3628",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3629",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3630",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3631",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3632",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3633",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3634",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3635",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3636",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3637",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3638",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3639",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3640",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3641",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3642",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3643",1.05538852228237,-0.722047720834894,1.421512,2.866755
"Wolter_Elbe_3851",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3852",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3853",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3854",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3855",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3856",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3857",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3858",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3859",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3860",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3861",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3862",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3863",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3864",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3865",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3866",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3867",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3868",-1.57830179653315,-0.812370621402845,-0.5615262,-0.4940378
"Wolter_Elbe_3814",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3815",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3816",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3817",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3818",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3819",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3820",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3821",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3822",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3823",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3824",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3825",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3826",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3827",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Elbe_3828",-1.57830179653315,-0.821117754068983,-0.5615262,-0.4940378
"Wolter_Rhine_11",-1.28199906332221,-0.822993450249345,-0.5615262,-0.4940378
"Wolter_Rhine_511",0.942109549367744,-0.33280213454882,-0.5615262,-0.4940378
"Wolter_Rhine_521",-1.57830179653315,-0.82628269998215,-0.5615262,-0.4940378
